"","prov","ninos_bajoPesoNacer","ind_VIA","ninos_desnuCroni","ninos_anem","ind_DdE","ind_DDHH","deve_activi","deve_inver"
"168","TAYACAJA",7.20257234726688,0.658706784248352,27.590607452782,38.2636655948553,0.701680569411373,0.36393637351504,2562.10198500178,1643.3264424956
"169","CHINCHA",4.69934310257706,0.204845070838928,10.8197136703408,25.7887517146776,0.759358057356675,0.58832352616094,1857.06606011283,490.238383519987
"170","ICA",4.96789972485479,0.197880148887634,8.28948112940644,29.4477485131691,0.809042352687993,0.639701672784679,4308.03141158852,461.223978722952
"171","NASCA",4.02629416598192,0.209875106811523,6.12567098200189,30.8208955223881,0.712253801087288,0.612562282061653,2098.33905335161,769.955128594535
"172","PALPA",2.4896265560166,0.282395839691162,6.2206572769953,29.8412698412698,0.768181843928485,0.607555711702318,3105.30058198758,1494.91397329193
"173","PISCO",5.32292405961675,0.209679663181305,8.41218214074512,11.8670886075949,0.758556208061354,0.574090958577166,1605.72450550908,314.161185174916
"174","MANU",2.88461538461538,0.421309888362885,13.3659331703342,27.8396436525612,0.624882344003126,0.594538838982345,2480.19256838422,12787.1040860899
"175","TAHUAMANU",8.16326530612245,0.341075658798218,11.0147441457069,54.3010752688172,0.704602021835406,0.644390088785895,2898.48448715796,2129.52954003693
"176","TAMBOPATA",4.18168709444845,0.36038738489151,9.64435663126698,46.634382566586,0.733803121767846,0.61846243909341,5214.62614606963,941.308444816851
"177","GENERAL SÁNCHEZ CERRO",4.06976744186047,0.52428811788559,12.4620060790274,31.7073170731707,0.655337927576762,0.530869977186044,6041.40759237112,6157.75046201297
"178","ILO",2.76046304541407,0.170150101184845,5.07305194805195,23.4162895927602,0.792284939652132,0.685808382576187,2507.50867687095,1168.48296430449
"179","MARISCAL NIETO",4.56204379562044,0.208538889884949,5.14752040175769,26.8170426065163,0.783993227272956,0.693239989073091,7270.7142573063,2650.53440561622
"180","AZÁNGARO",5.91397849462366,0.639457821846008,15.5671641791045,49.8591549295775,0.597920718179038,0.319102053124564,2242.44964399982,2582.15527542279
"181","CARABAYA",8.16733067729083,0.663432121276855,21.3675213675214,49.3087557603687,0.575531890113107,0.340435297006813,3783.98401046105,1306.1871149834
"182","CHUCUITO",5.38321167883212,0.625197768211365,11.3263296126067,50.9838998211091,0.586860357889686,0.345184028727735,2592.39025547001,784.943166146874
"183","EL COLLAO",3.41655716162943,0.62967973947525,8.07075732448867,32.1989528795812,0.591194193532883,0.379336136556248,2457.19682061589,705.031009149812
